date_time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),latitude,longitude,elevation,river_discharge,intensity_rain,intensity_flood,intensity_drought
2009-01-01,0.7846153846153847,0.6494845360824741,0.8101265822784809,0.7058823529411766,0.7328767123287669,0.8104575163398693,0.7981651376146792,0.003965107057890563,0.003965107057890563,0.125,0.4585635359116022,0.40970350404312667,0.7340823970037453,0.5298245614035088,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-02,0.8461538461538463,0.6288659793814428,0.7468354430379747,0.617647058823529,0.7054794520547942,0.7973856209150327,0.7155963302752291,0.014274385408406027,0.014274385408406027,0.16666666666666666,0.27624309392265195,0.45822102425876005,0.704119850187266,0.5228070175438596,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-03,0.8153846153846154,0.6288659793814428,0.6455696202531644,0.6029411764705888,0.6575342465753427,0.7777777777777779,0.7339449541284404,0.005551149881046788,0.005551149881046788,0.08333333333333333,0.20994475138121543,0.2345013477088948,0.7228464419475655,0.4894736842105263,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-04,0.7846153846153847,0.5773195876288657,0.6455696202531644,0.5882352941176467,0.6164383561643836,0.7254901960784315,0.6513761467889911,0.005551149881046788,0.005551149881046788,0.16666666666666666,0.43093922651933697,0.3881401617250673,0.7677902621722846,0.5298245614035088,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-05,0.046153846153846156,0.7422680412371134,0.6455696202531644,0.6617647058823533,0.7328767123287669,0.7189542483660134,0.6880733944954129,0.0,0.0,0.0,0.4198895027624309,0.4366576819407007,0.8052434456928839,0.63859649122807,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-06,0.8153846153846154,0.7319587628865976,0.721518987341772,0.6764705882352944,0.726027397260274,0.7908496732026145,0.7247706422018347,0.006344171292624901,0.006344171292624901,0.041666666666666664,0.4751381215469614,0.45822102425876005,0.7528089887640449,0.5894736842105264,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-07,0.7846153846153847,0.7216494845360826,0.7468354430379747,0.7058823529411766,0.7671232876712326,0.803921568627451,0.761467889908257,0.0007930214115781126,0.0007930214115781126,0.041666666666666664,0.441988950276243,0.42857142857142855,0.7752808988764045,0.612280701754386,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-08,0.8461538461538463,0.7216494845360826,0.7594936708860756,0.7205882352941178,0.719178082191781,0.803921568627451,0.7339449541284404,0.00951625693893735,0.00951625693893735,0.08333333333333333,0.6077348066298343,0.7277628032345014,0.7677902621722846,0.5719298245614034,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-09,0.7846153846153847,0.6907216494845358,0.7721518987341769,0.6764705882352944,0.6164383561643836,0.7908496732026145,0.6972477064220186,0.00951625693893735,0.00951625693893735,0.16666666666666666,0.6243093922651934,0.5336927223719676,0.7640449438202247,0.5789473684210525,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-10,0.9692307692307693,0.7319587628865976,0.6582278481012653,0.632352941176471,0.7054794520547942,0.738562091503268,0.6972477064220186,0.06106264869151467,0.06106264869151467,0.3333333333333333,0.3756906077348066,0.33962264150943394,0.8014981273408239,0.487719298245614,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-11,0.9384615384615385,0.7113402061855667,0.6962025316455693,0.6911764705882355,0.6095890410958902,0.7908496732026145,0.7339449541284404,0.022997620935765264,0.022997620935765264,0.20833333333333331,0.40331491712707185,0.41778975741239893,0.7602996254681648,0.47017543859649114,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-12,0.8461538461538463,0.6288659793814428,0.721518987341772,0.6470588235294112,0.6369863013698629,0.7777777777777779,0.6972477064220186,0.011895321173671689,0.011895321173671689,0.125,0.38121546961325964,0.5336927223719676,0.7565543071161048,0.5456140350877192,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-13,0.8153846153846154,0.6907216494845358,0.7088607594936707,0.6617647058823533,0.7054794520547942,0.7843137254901962,0.761467889908257,0.004758128469468675,0.004758128469468675,0.08333333333333333,0.20994475138121543,0.3018867924528302,0.6853932584269663,0.5456140350877192,0.0,0.0,0.0,0.0026852846401718587,0.0,0.0,0.0
2009-01-14,0.9384615384615385,0.6907216494845358,0.6329113924050631,0.617647058823529,0.7876712328767124,0.7581699346405231,0.7339449541284404,0.019825535289452814,0.019825535289452814,0.08333333333333333,0.4530386740331492,0.5336927223719676,0.7490636704119851,0.5473684210526315,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-15,0.7846153846153847,0.7731958762886597,0.7721518987341769,0.6764705882352944,0.678082191780822,0.8235294117647058,0.7064220183486243,0.0015860428231562252,0.0015860428231562252,0.08333333333333333,0.5966850828729282,0.5067385444743935,0.7602996254681648,0.6017543859649122,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-16,0.7846153846153847,0.6597938144329896,0.7088607594936707,0.632352941176471,0.6164383561643836,0.7254901960784315,0.6422018348623855,0.0031720856463124504,0.0031720856463124504,0.041666666666666664,0.6464088397790055,0.6226415094339623,0.7827715355805244,0.6315789473684209,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-17,0.9384615384615385,0.7113402061855667,0.6835443037974684,0.6617647058823533,0.6849315068493149,0.7189542483660134,0.6697247706422016,0.016653449643140365,0.016653449643140365,0.041666666666666664,0.580110497237569,0.6037735849056602,0.8089887640449438,0.6491228070175439,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-18,0.046153846153846156,0.7422680412371134,0.7341772151898733,0.6764705882352944,0.6643835616438352,0.7843137254901962,0.6788990825688073,0.0,0.0,0.0,0.6574585635359118,0.582210242587601,0.7865168539325843,0.6192982456140351,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-19,0.7846153846153847,0.7216494845360826,0.7594936708860756,0.6617647058823533,0.5410958904109588,0.7712418300653596,0.6238532110091746,0.0031720856463124504,0.0031720856463124504,0.08333333333333333,0.4806629834254143,0.44743935309973043,0.7752808988764045,0.5228070175438596,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-20,0.03076923076923077,0.7422680412371134,0.5569620253164556,0.6029411764705888,0.5547945205479452,0.607843137254902,0.5321100917431196,0.0,0.0,0.0,0.3701657458563536,0.4663072776280323,0.8389513108614233,0.7035087719298244,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-21,0.015384615384615385,0.7628865979381443,0.2911392405063289,0.4852941176470589,0.4452054794520548,0.3986928104575165,0.31192660550458706,0.0,0.0,0.0,0.38121546961325964,0.3018867924528302,0.7303370786516854,0.7824561403508771,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
2009-01-22,0.015384615384615385,0.8453608247422677,0.27848101265822756,0.4852941176470589,0.43150684931506844,0.2941176470588236,0.2293577981651378,0.0,0.0,0.0,0.580110497237569,0.5256064690026954,0.10486891385767791,0.8526315789473684,0.0,0.0,0.0,0.0016111707841031152,0.0,0.0,0.0
